Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
0.0,12.0,-0.64
0.0,12.01,0.07
0.0,12.02,-0.08
0.0,12.03,0.55
0.0,12.04,0.16
0.0,12.05,0.2
0.0,12.06,-0.33
0.0,12.07,-0.1
0.0,12.08,0.26
0.0,12.09,0.04
0.0,12.1,0.3
0.0,12.11,-0.54
0.0,12.12,-0.57
0.0,12.13,0.23
0.0,12.14,0.08
0.0,12.15,0.41
0.0,12.16,-0.17
0.0,12.17,0.11
0.0,12.18,-0.34
0.0,12.19,-0.42
0.0,12.2,0.56
0.0,12.21,0.5
0.0,12.22,-0.24
0.0,12.23,-0.37
0.0,12.24,-0.31
0.0,12.25,0.27
0.0,12.26,0.38
0.0,12.27,-0.05
0.0,12.28,-0.38
0.0,12.29,0.15
0.0,12.3,0.44
0.0,12.31,0.04
0.0,12.32,0.3
0.0,12.33,0.32
0.0,12.34,-0.72
0.0,12.35,-0.52
0.0,12.36,0.93
0.0,12.37,0.77
0.0,12.38,0.34
1.09,12.39,0.58
1.09,12.4,-0.01
0.0,12.41,-0.64
0.0,12.42,-0.44
0.0,12.43,0.2
1.01,12.44,0.66
1.14,12.45,0.37
1.2,12.46,0.18
1.19,12.47,-0.03
1.05,12.48,-0.39
0.0,12.49,-0.52
0.0,12.5,0.04
0.0,12.51,-0.58
0.0,12.52,0.24
0.0,12.53,-0.26
0.0,12.54,0.26
1.02,12.55,0.72
1.03,12.56,0.05
1.35,12.57,0.9
1.26,12.58,-0.26
1.17,12.59,-0.24
1.12,12.6,-0.16
1.25,12.61,0.37
1.2,12.62,-0.12
1.17,12.63,-0.1
1.19,12.64,0.05
1.23,12.65,0.11
1.34,12.66,0.3
1.27,12.67,-0.17
1.15,12.68,-0.35
1.1,12.69,-0.16
1.15,12.7,0.16
1.44,12.71,0.81
1.61,12.72,0.49
1.73,12.73,0.34
1.64,12.74,-0.26
1.58,12.75,-0.16
1.4,12.76,-0.51
1.42,12.77,0.04
1.59,12.78,0.48
1.48,12.79,-0.3
1.47,12.8,-0.03
1.42,12.81,-0.14
1.46,12.82,0.1
1.4,12.83,-0.15
1.11,12.84,-0.82
1.13,12.85,0.06
1.06,12.86,-0.2
1.02,12.87,-0.12
1.12,12.88,0.3
1.19,12.89,0.19
1.07,12.9,-0.35
1.27,12.91,0.56
1.22,12.92,-0.13
1.18,12.93,-0.13
1.29,12.94,0.31
1.37,12.95,0.25
1.34,12.96,-0.1
1.49,12.97,0.44
1.73,12.98,0.67
1.77,12.99,0.12
1.65,13.0,-0.37
1.51,13.01,-0.38
1.38,13.02,-0.36
1.43,13.03,0.14
1.42,13.04,-0.05
1.35,13.05,-0.19
1.73,13.06,1.08
1.57,13.07,-0.46
1.57,13.08,0.0
1.28,13.09,-0.81
1.18,13.1,-0.29
0.0,13.11,-0.76
1.0,13.12,0.26
0.0,13.13,-0.04
1.31,13.14,0.92
1.3,13.15,-0.04
1.49,13.16,0.56
1.67,13.17,0.5
1.62,13.18,-0.14
1.61,13.19,-0.04
1.58,13.2,-0.09
1.53,13.21,-0.14
1.57,13.22,0.13
1.78,13.23,0.58
1.83,13.24,0.16
1.84,13.25,0.01
2.09,13.26,0.71
2.16,13.27,0.22
2.12,13.28,-0.13
1.89,13.29,-0.66
1.89,13.3,0.01
1.7,13.31,-0.52
1.43,13.32,-0.76
1.52,13.33,0.24
1.6,13.34,0.24
1.85,13.35,0.71
1.56,13.36,-0.84
1.68,13.37,0.35
1.6,13.38,-0.23
1.49,13.39,-0.31
1.8,13.4,0.89
1.81,13.41,0.01
1.69,13.42,-0.33
1.56,13.43,-0.38
1.77,13.44,0.59
2.31,13.45,1.53
2.48,13.46,0.48
2.27,13.47,-0.58
2.62,13.48,0.99
2.62,13.49,-0.01
2.96,13.5,0.97
2.62,13.51,-0.98
2.74,13.52,0.33
3.26,13.53,1.49
3.24,13.54,-0.06
3.35,13.55,0.31
3.29,13.56,-0.17
3.04,13.57,-0.72
2.92,13.58,-0.32
2.77,13.59,-0.44
2.28,13.6,-1.37
2.43,13.61,0.41
2.47,13.62,0.12
2.24,13.63,-0.66
2.23,13.64,-0.02
2.07,13.65,-0.48
1.93,13.66,-0.4
1.99,13.67,0.2
1.94,13.68,-0.15
2.24,13.69,0.84
2.18,13.7,-0.16
2.21,13.71,0.07
2.33,13.72,0.34
2.77,13.73,1.25
2.72,13.74,-0.12
2.61,13.75,-0.31
2.77,13.76,0.45
2.43,13.77,-0.97
2.17,13.78,-0.73
2.38,13.79,0.59
2.17,13.8,-0.61
2.21,13.81,0.13
2.29,13.82,0.22
2.11,13.83,-0.51
1.98,13.84,-0.36
1.6,13.85,-1.08
1.53,13.86,-0.19
1.36,13.87,-0.48
1.57,13.88,0.58
2.0,13.89,1.24
2.2,13.9,0.56
2.43,13.91,0.64
2.63,13.92,0.56
2.72,13.93,0.26
2.87,13.94,0.43
2.99,13.95,0.33
3.2,13.96,0.59
3.31,13.97,0.32
3.39,13.98,0.23
3.44,13.99,0.12
3.31,14.0,-0.35
3.15,14.01,-0.45
3.22,14.02,0.19
3.18,14.03,-0.1
3.25,14.04,0.18
3.32,14.05,0.22
3.5,14.06,0.49
3.54,14.07,0.11
3.6,14.08,0.18
3.73,14.09,0.36
3.39,14.1,-0.97
3.15,14.11,-0.69
3.01,14.12,-0.38
3.24,14.13,0.65
2.55,14.14,-1.95
2.32,14.15,-0.65
2.15,14.16,-0.48
2.7,14.17,1.54
2.68,14.18,-0.05
2.98,14.19,0.85
3.33,14.2,1.0
3.3,14.21,-0.08
3.34,14.22,0.1
3.42,14.23,0.23
3.74,14.24,0.92
4.11,14.25,1.03
4.23,14.26,0.35
4.5,14.27,0.76
4.56,14.28,0.18
4.64,14.29,0.21
4.92,14.3,0.8
5.02,14.31,0.27
4.89,14.32,-0.35
4.41,14.33,-1.37
4.32,14.34,-0.25
4.16,14.35,-0.44
4.34,14.36,0.51
4.37,14.37,0.06
4.55,14.38,0.54
4.6,14.39,0.12
4.91,14.4,0.88
4.94,14.41,0.09
5.14,14.42,0.58
5.64,14.43,1.42
6.02,14.44,1.05
6.29,14.45,0.78
6.27,14.46,-0.07
6.04,14.47,-0.63
5.5,14.48,-1.53
5.14,14.49,-1.02
4.8,14.5,-0.96
4.87,14.51,0.18
4.96,14.52,0.28
5.26,14.53,0.83
5.39,14.54,0.38
5.52,14.55,0.35
5.68,14.56,0.47
6.0,14.57,0.91
6.15,14.58,0.43
6.22,14.59,0.18
6.39,14.6,0.49
6.5,14.61,0.31
6.58,14.62,0.23
6.35,14.63,-0.65
6.25,14.64,-0.29
6.53,14.65,0.81
6.58,14.66,0.13
7.06,14.67,1.35
7.31,14.68,0.71
7.14,14.69,-0.48
6.71,14.7,-1.21
6.6,14.71,-0.31
6.65,14.72,0.16
6.93,14.73,0.78
7.26,14.74,0.94
7.57,14.75,0.86
7.69,14.76,0.35
7.77,14.77,0.22
7.48,14.78,-0.83
7.34,14.79,-0.38
7.29,14.8,-0.14
7.5,14.81,0.6
7.43,14.82,-0.22
7.52,14.83,0.25
7.68,14.84,0.46
7.75,14.85,0.2
7.6,14.86,-0.42
7.77,14.87,0.48
7.5,14.88,-0.76
7.26,14.89,-0.67
7.68,14.9,1.19
7.87,14.91,0.55
8.13,14.92,0.73
8.07,14.93,-0.17
8.36,14.94,0.82
8.46,14.95,0.27
8.6,14.96,0.41
8.72,14.97,0.32
8.84,14.98,0.36
8.57,14.99,-0.77
8.34,15.0,-0.64
8.33,15.01,-0.04
9.03,15.02,1.97
8.95,15.03,-0.22
8.96,15.04,0.02
8.88,15.05,-0.22
8.52,15.06,-1.03
8.28,15.07,-0.66
8.31,15.08,0.08
8.73,15.09,1.17
9.12,15.1,1.12
8.93,15.11,-0.54
8.77,15.12,-0.44
8.41,15.13,-1.03
8.67,15.14,0.73
9.24,15.15,1.63
9.83,15.16,1.67
10.4,15.17,1.59
10.17,15.18,-0.63
9.81,15.19,-1.02
9.48,15.2,-0.96
9.72,15.21,0.7
9.87,15.22,0.42
9.5,15.23,-1.05
9.03,15.24,-1.35
8.67,15.25,-1.01
8.44,15.26,-0.65
8.12,15.27,-0.92
8.23,15.28,0.31
8.57,15.29,0.97
9.1,15.3,1.51
9.9,15.31,2.27
10.26,15.32,1.0
10.41,15.33,0.44
10.59,15.34,0.49
10.39,15.35,-0.56
10.17,15.36,-0.63
9.94,15.37,-0.65
9.99,15.38,0.13
10.53,15.39,1.52
10.78,15.4,0.73
10.58,15.41,-0.57
10.24,15.42,-0.96
9.76,15.43,-1.36
9.81,15.44,0.13
9.72,15.45,-0.25
9.4,15.46,-0.91
9.41,15.47,0.03
9.88,15.48,1.33
10.54,15.49,1.86
11.22,15.5,1.94
11.3,15.51,0.22
11.17,15.52,-0.37
11.03,15.53,-0.4
10.87,15.54,-0.45
11.14,15.55,0.76
10.68,15.56,-1.31
10.32,15.57,-1.0
10.57,15.58,0.71
10.82,15.59,0.7
11.54,15.6,2.05
11.69,15.61,0.42
11.35,15.62,-0.95
10.59,15.63,-2.16
10.44,15.64,-0.43
10.51,15.65,0.21
11.02,15.66,1.44
11.25,15.67,0.65
11.28,15.68,0.09
11.11,15.69,-0.49
